,age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
27414,61,F,LLL9DR1,Town,Platinum Membership,2016-08-01,Yes,CID33515,Without Offers,Both,Fiber_Optic,02:44:46,12,687.77,13525.74,24.0,774.46,Yes,Yes,Yes,No Information Available,Poor Customer Service,0
27415,56,F,QCGHD72,City,Basic Membership,2016-12-29,Yes,CID58754,Credit/Debit Card Offers,Desktop,Mobile_Data,05:54:38,8,1344.62,12592.05,12.0,583.91,No,Yes,Yes,Unsolved,Poor Product Quality,1
27416,38,F,GQ10EXB,Town,Platinum Membership,2017-12-14,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,10:50:58,23,32.5,93951.83,17.0,782.1,Yes,No,Yes,Solved,Quality Customer Care,0
27417,57,F,4XG3WB5,,Silver Membership,2016-11-29,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,01:12:24,9,186.22,27210.83,15.0,666.51,No,Yes,No,Not Applicable,Poor Product Quality,1
27418,16,F,700Y9ZI,,Gold Membership,2015-07-09,Yes,CID24108,Without Offers,Desktop,Mobile_Data,21:36:20,14,107.73,16196.54,18.0,619.47,Yes,No,Yes,No Information Available,Poor Product Quality,1
27419,23,M,535VP9Z,Village,Basic Membership,2015-06-23,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,14:16:30,10,237.89,46116.11,17.0,513.28,No,Yes,No,Not Applicable,Poor Product Quality,1
27420,13,M,2GNEDRB,Town,No Membership,2016-12-16,Yes,CID46809,Gift Vouchers/Coupons,?,Fiber_Optic,16:54:28,23,1218.2086211356473,48396.85,29.0,607.95,Yes,No,Yes,Unsolved,No reason specified,1
27421,53,F,65GQD86,,Basic Membership,2016-07-30,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,18:15:35,4,105.94,36731.21,22.0,607.75,No,Yes,Yes,Unsolved,Poor Customer Service,0
27422,27,F,R1KG0G6,Town,Premium Membership,2017-11-01,?,CID31011,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13:10:16,12,174.85,56466.93,10.0,847.99,No,Yes,No,Not Applicable,Products always in Stock,0
27423,24,M,DJIHJ6O,Town,Silver Membership,2017-08-03,Yes,CID32460,Gift Vouchers/Coupons,Smartphone,Wi-Fi,08:32:59,11,626.68,31694.71,-6.402224494491623,717.35,Yes,Yes,Yes,Solved in Follow-up,No reason specified,1
27424,42,F,6REYQ43,,Premium Membership,2015-04-21,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,06:16:55,20,33.13,41989.07,7.0,1264.0625759069476,No,Yes,Yes,Solved,Quality Customer Care,0
27425,52,F,8QMJIFH,,Platinum Membership,2015-12-20,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,23:16:03,9,242.87,38621.37,29.0,,Yes,No,No,Not Applicable,Poor Website,0
27426,33,M,OQC59LI,Town,Platinum Membership,2015-06-09,Yes,CID170,Gift Vouchers/Coupons,Both,Mobile_Data,19:00:20,15,1047.51,21331.69,5.0,789.36,No,Yes,Yes,Solved in Follow-up,Products always in Stock,0
27427,53,F,KL7EHOQ,Town,Gold Membership,2015-07-01,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,02:00:30,21,64.35,31381.61,11.0,765.57,No,Yes,No,Not Applicable,Poor Customer Service,0
27428,13,F,YJJU29F,Town,Basic Membership,2016-12-31,Yes,CID38426,Without Offers,?,Wi-Fi,21:41:09,11,121.88,25963.1,7.0,188.3142968431265,Yes,No,Yes,Solved in Follow-up,Too many ads,1
27429,24,F,5XT4RJN,Town,Gold Membership,2016-01-13,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,18:37:28,16,33.91,43612.32,26.0,605.36,Yes,No,No,Not Applicable,Poor Product Quality,1
27430,59,M,7S4E6BA,City,Platinum Membership,2015-02-24,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,08:12:25,25,150.39,19833.4,1.0,789.2,Yes,No,Yes,Solved,Quality Customer Care,0
27431,50,M,BL431J2,Town,No Membership,2017-09-19,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,08:36:40,5,233.56,37708.39,13.0,660.7,No,Yes,Yes,Solved in Follow-up,No reason specified,1
27432,14,M,FOTQGSQ,Town,Gold Membership,2017-09-02,?,CID5955,Without Offers,Smartphone,Wi-Fi,14:45:42,8,63.52,47191.63,20.0,609.0,Yes,No,Yes,No Information Available,No reason specified,1
27433,51,M,8589XJN,Town,Platinum Membership,2016-04-01,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11:02:02,10,150.77,5247.04,11.0,710.35,Yes,No,No,Not Applicable,No reason specified,0
27434,13,F,H3K1TT9,,Platinum Membership,2016-02-03,Yes,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,15:56:27,11,133.95,38603.09,18.0,1020.6170654953728,No,Yes,Yes,Solved in Follow-up,Reasonable Price,0
27435,36,F,ECSK3NZ,City,Gold Membership,2017-09-07,?,CID58381,Without Offers,Smartphone,Fiber_Optic,10:03:02,4,31.04,48051.21,19.0,635.0,No,Yes,No,Not Applicable,Poor Website,1
27436,61,M,PM1SKTI,,Platinum Membership,2015-06-18,?,CID12564,Without Offers,?,Mobile_Data,06:09:58,6,246.69,47586.25,10.0,750.04,Yes,Yes,Yes,No Information Available,Poor Website,0
27437,50,M,T9VOH79,Village,Gold Membership,2015-03-19,Yes,CID60794,Without Offers,Smartphone,Wi-Fi,09:34:14,3,680.99,44517.41,Error,774.66,No,Yes,No,Not Applicable,Poor Product Quality,0
27438,47,M,2UVKDU0,City,Gold Membership,2017-03-16,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,23:07:47,7,109.35,34767.25,24.0,711.23,No,Yes,No,Not Applicable,Poor Customer Service,0
27439,49,M,AFJD8IL,Town,Basic Membership,2016-12-18,?,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,05:49:22,9,31.79,33343.7,Error,613.98,No,Yes,No,Not Applicable,Poor Website,1
27440,20,M,CCAMGOQ,,No Membership,2015-12-15,Yes,CID49101,Credit/Debit Card Offers,Smartphone,Wi-Fi,21:52:03,20,34.18,7891.76,24.0,,Yes,No,No,Not Applicable,Poor Product Quality,1
27441,34,F,TVVJ7A8,Town,Basic Membership,2017-01-18,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,07:38:03,9,231.93,38576.62,14.0,596.24,Yes,Yes,Yes,Unsolved,Too many ads,1
27442,10,M,U2X0ZJD,City,Gold Membership,2017-03-01,Yes,CID49712,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,06:01:34,3,187.68,41073.43,Error,644.37,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
27443,23,F,V5Y59G3,,Premium Membership,2015-08-13,?,CID54808,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13:28:45,14,33.06,33606.31,17.0,836.3,No,Yes,Yes,Solved,User Friendly Website,0
27444,12,M,35W2FZV,Town,Basic Membership,2017-03-17,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,00:00:40,7,271.3,37597.5,Error,979.17572387847,Yes,Yes,Yes,Solved,Poor Product Quality,1
27445,34,F,EWYYOQW,Town,Premium Membership,2015-09-15,Yes,CID4525,Credit/Debit Card Offers,?,Fiber_Optic,20:30:15,-999,1133.8164832351715,42991.17,25.0,,No,Yes,No,Not Applicable,Poor Website,0
27446,29,F,9L66RAP,City,Gold Membership,2017-11-13,Yes,CID25997,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:23:46,4,386.92,30761.24,25.0,661.2,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0
27447,62,F,OF3AGE9,City,No Membership,2016-02-13,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,07:08:54,14,31.34,27171.44,10.0,666.93,No,Yes,No,Not Applicable,Poor Website,1
27448,22,F,DCXMPNU,,Gold Membership,2016-02-08,Yes,CID57474,Gift Vouchers/Coupons,Desktop,Wi-Fi,20:33:24,20,590.71,32643.7,11.0,771.21,No,Yes,No,Not Applicable,Products always in Stock,0
27449,35,M,E9OZI7Y,City,Platinum Membership,2015-11-12,Yes,CID49374,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13:42:00,4,150.95,38947.45,11.0,234.7272716124,Yes,No,No,Not Applicable,No reason specified,0
27450,43,M,QR5SZKC,City,Gold Membership,2016-05-09,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,16:13:37,14,145.05,5982.06,6.0,658.46,No,Yes,No,Not Applicable,Too many ads,0
27451,52,M,J1Z8HGA,Town,Premium Membership,2015-01-23,?,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,18:18:07,6,-745.2617775141777,41491.73,12.0,749.55,No,Yes,Yes,No Information Available,Quality Customer Care,0
27452,12,F,3L8PSPZ,Village,No Membership,2016-03-01,Yes,CID15089,Gift Vouchers/Coupons,Smartphone,Mobile_Data,08:49:23,7,1043.16,2393.6,20.0,,No,Yes,No,Not Applicable,Poor Product Quality,1
27453,12,F,D4UV9PP,City,Gold Membership,2017-11-16,Yes,CID60868,Credit/Debit Card Offers,Both,Wi-Fi,03:53:48,7,2103.781676484776,48004.05,26.0,765.46,Yes,Yes,No,Not Applicable,Poor Customer Service,0
27454,43,F,NSV2K5P,City,No Membership,2017-12-19,Yes,CID13669,Credit/Debit Card Offers,Desktop,Fiber_Optic,03:35:24,10,73.32,10974.76,23.0,652.86,No,Yes,No,Not Applicable,Poor Product Quality,1
27455,47,F,GRMOZTI,City,Premium Membership,2015-08-20,No,xxxxxxxx,Without Offers,Both,Fiber_Optic,13:46:43,1,324.21,17291.15,23.0,746.22,No,Yes,No,Not Applicable,No reason specified,0
27456,63,F,ZB0YPEJ,Town,No Membership,2017-04-30,?,CID22758,Credit/Debit Card Offers,?,Wi-Fi,23:14:09,-999,112.79,31730.92,5.0,678.26,No,Yes,No,Not Applicable,No reason specified,1
27457,10,F,KMBMB70,City,Gold Membership,2016-02-04,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,04:39:32,20,72.79,34366.19,22.0,718.52,Yes,No,Yes,Unsolved,Poor Website,0
27458,32,M,NL1WHQQ,Town,Gold Membership,2016-03-14,Yes,CID35626,Credit/Debit Card Offers,Both,Mobile_Data,08:20:53,5,213.45,43547.33,8.0,793.35,No,Yes,No,Not Applicable,User Friendly Website,0
27459,39,F,GD8UTBO,,Platinum Membership,2015-07-16,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,14:11:14,1,353.93,24029.71,19.0,785.13,Yes,No,Yes,Solved,Poor Customer Service,0
27460,53,M,XHL06R5,Town,No Membership,2015-09-23,Yes,CID44189,Credit/Debit Card Offers,Smartphone,Wi-Fi,01:42:30,19,39.96,11241.79,14.0,622.9,Yes,No,No,Not Applicable,Poor Product Quality,1
27461,55,F,DSAJUSY,,Gold Membership,2017-01-03,Yes,CID29186,Without Offers,Desktop,Mobile_Data,19:18:07,1,938.19,42982.97,23.0,692.7,No,Yes,No,Not Applicable,Poor Website,1
27462,31,F,067D0P9,Town,Gold Membership,2015-06-02,?,CID58899,Credit/Debit Card Offers,Desktop,Fiber_Optic,16:38:40,5,294.05,30336.33,13.0,,Yes,No,Yes,Solved,Poor Website,1
27463,50,Unknown,9LWEF1H,,Basic Membership,2015-12-31,Yes,CID57378,Gift Vouchers/Coupons,?,Wi-Fi,17:17:38,13,450.4,24778.46,19.0,682.43,Yes,No,Yes,Solved,Poor Customer Service,1
27464,19,F,E0U2PT7,Village,No Membership,2015-09-18,No,xxxxxxxx,Without Offers,?,Mobile_Data,06:09:16,15,61.16,10397.59,13.0,685.13,Yes,No,Yes,Solved,No reason specified,1
27465,27,F,85E20N4,Village,Premium Membership,2017-11-28,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,11:20:04,11,1690.021883392409,41437.33,13.0,736.88,No,Yes,Yes,Solved,Poor Product Quality,0
27466,30,F,L5FV5LC,City,Platinum Membership,2017-10-13,Yes,CID40060,Gift Vouchers/Coupons,Both,Fiber_Optic,14:41:15,18,300.29,13111.77,6.775741075074649,738.29,Yes,No,Yes,Solved in Follow-up,Poor Website,0
27467,39,F,UKFMXZO,,Premium Membership,2015-12-05,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,21:53:09,15,427.49,46545.93,4.0,753.87,Yes,No,No,Not Applicable,Quality Customer Care,0
27468,22,M,NCR425L,Town,Basic Membership,2017-04-22,?,CID12023,Without Offers,Desktop,Fiber_Optic,01:19:18,13,79.64,18100.45,6.0,,No,Yes,Yes,No Information Available,Poor Website,1
27469,43,M,PQI059S,Town,No Membership,2016-11-28,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,14:34:59,15,38.49,3004.51,12.0,,No,Yes,Yes,Solved,Poor Customer Service,1
27470,35,M,K418R37,City,No Membership,2015-05-20,Yes,CID43563,Credit/Debit Card Offers,?,Fiber_Optic,19:37:47,5,318.18,29316.55,21.0,143.55029376402672,Yes,Yes,Yes,No Information Available,Poor Customer Service,1
27471,62,F,47KCL12,Town,No Membership,2017-03-10,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11:23:23,9,232.28,19573.86,26.0,579.46,Yes,No,No,Not Applicable,No reason specified,1
27472,20,F,9CQHDB3,City,Platinum Membership,2017-08-02,Yes,CID13995,Without Offers,?,Mobile_Data,02:05:21,5,39.27,37018.81,15.0,745.89,Yes,No,Yes,Unsolved,Poor Website,0
27473,63,F,7CXI5CD,Town,Basic Membership,2017-09-09,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,12:16:54,9,408.36,34328.88,10.0,630.64,Yes,No,Yes,Solved,Too many ads,1
27474,63,F,9MTX6PE,Town,Silver Membership,2016-09-10,?,CID23533,Credit/Debit Card Offers,Smartphone,Mobile_Data,15:16:19,8,306.95,15149.97,10.0,1065.1814963080762,Yes,No,No,Not Applicable,Poor Product Quality,0
27475,35,F,VFY0BF7,Village,Gold Membership,2016-08-15,Yes,CID20665,Credit/Debit Card Offers,Desktop,Mobile_Data,06:36:21,20,66.0,74553.51,1.0,786.31,No,Yes,No,Not Applicable,User Friendly Website,0
27476,18,M,G0HNR2Z,Village,Basic Membership,2017-04-23,Yes,CID62642,Gift Vouchers/Coupons,Both,Wi-Fi,10:17:42,17,937.3,39353.48,6.0,568.9,Yes,Yes,Yes,No Information Available,Too many ads,1
27477,62,F,ZB4EL1Z,City,Premium Membership,2016-01-14,Yes,CID27578,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:50:03,11,52.82,4242.18,15.0,1055.598699744327,No,Yes,Yes,No Information Available,No reason specified,0
27478,39,F,UROFF8N,City,No Membership,2015-03-23,Yes,CID7901,Credit/Debit Card Offers,Desktop,Wi-Fi,15:05:37,12,918.1776313051072,3593.03,8.0,659.83,No,Yes,No,Not Applicable,Too many ads,1
27479,53,M,R93D03F,Town,Premium Membership,2016-09-16,Yes,CID52580,Without Offers,Desktop,Mobile_Data,08:37:06,3,806.55,22171.5,16.0,721.79,No,Yes,No,Not Applicable,Poor Website,0
27480,26,M,BP9OJ10,City,Platinum Membership,2015-12-08,Yes,CID39556,Without Offers,Desktop,Fiber_Optic,00:02:08,11,393.14,17250.69,31.245244037775166,799.33,No,Yes,Yes,Unsolved,Quality Customer Care,0
27481,38,M,DNYJPEP,Village,Silver Membership,2015-01-13,Yes,CID49601,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,00:52:04,12,81.8,18739.31,23.0,1295.4708023588914,No,Yes,No,Not Applicable,Poor Website,0
27482,15,F,B6IQJNB,Town,Premium Membership,2017-06-01,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,04:00:29,13,178.31,48806.72,23.0,1094.0052277923892,Yes,No,Yes,Solved,No reason specified,0
27483,30,M,YR52MCU,City,No Membership,2017-12-29,No,xxxxxxxx,Without Offers,Both,Mobile_Data,20:24:49,13,402.92,18473.37,22.0,1190.3818529798325,Yes,Yes,No,Not Applicable,No reason specified,1
27484,51,M,Q88PY5J,Village,No Membership,2015-05-12,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,10:14:06,18,169.7,9524.25,17.0,635.16,Yes,No,Yes,Unsolved,Poor Product Quality,1
27485,16,M,X10F9N5,Town,Basic Membership,2015-08-26,Yes,CID43397,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13:44:23,12,90.18,49297.79,26.0,330.08575308647977,No,Yes,No,Not Applicable,Poor Customer Service,1
27486,59,F,ZA2KD8K,City,Silver Membership,2015-01-26,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,08:16:34,13,199.79,29068.59,15.0,766.75,Yes,No,Yes,Unsolved,Poor Customer Service,0
27487,49,F,2ZOVR2Y,Town,Gold Membership,2017-03-24,Yes,CID22223,Gift Vouchers/Coupons,Desktop,Mobile_Data,10:02:32,15,54.19,59678.04,8.0,767.25,Yes,No,Yes,No Information Available,Reasonable Price,0
27488,43,F,T7H9GMZ,Village,Basic Membership,2015-01-17,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:37:25,10,187.77,2708.42,23.0,588.56,Yes,No,No,Not Applicable,Poor Website,1
27489,37,F,9YGDVY7,City,Platinum Membership,2015-08-12,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,19:07:41,23,262.06,70989.63,1.0,760.02,Yes,Yes,Yes,Unsolved,Reasonable Price,0
27490,64,M,NGMDC6D,City,Basic Membership,2016-06-09,?,CID36204,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,02:07:27,8,326.88,32151.81,Error,633.14,No,Yes,Yes,No Information Available,No reason specified,1
27491,21,M,P06U40G,Town,Silver Membership,2017-03-13,?,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,10:12:53,17,33.0,47091.27,9.0,,No,Yes,Yes,Solved,Too many ads,0
27492,10,M,65L82J3,City,Silver Membership,2016-03-03,Yes,CID13469,Credit/Debit Card Offers,Desktop,Fiber_Optic,11:11:21,1,942.79,39908.01,9.0,625.11,Yes,No,No,Not Applicable,Too many ads,1
27493,40,F,3FSPB3C,City,Basic Membership,2016-04-20,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,14:59:20,6,149.23,45880.96,16.0,672.74,No,Yes,Yes,Solved,No reason specified,1
27494,13,F,OZAOQFN,City,Gold Membership,2015-02-05,Yes,CID49897,Gift Vouchers/Coupons,Smartphone,Wi-Fi,07:28:05,18,34.46,15634.52,8.0,711.59,No,Yes,Yes,Solved,Poor Website,1
27495,42,M,92QKUXP,Village,No Membership,2016-06-09,Yes,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,03:31:14,22,1145.09,45896.86,17.0,,No,Yes,Yes,No Information Available,Poor Website,1
27496,61,M,T299JFU,City,Basic Membership,2017-10-26,Yes,CID16570,Credit/Debit Card Offers,?,Wi-Fi,14:15:07,20,151.58,11765.74,8.0,681.66,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
27497,62,F,4KIPJ6D,Town,Platinum Membership,2017-10-26,Yes,CID61980,Gift Vouchers/Coupons,Smartphone,Mobile_Data,08:34:55,-999,93.04,42663.95,21.0,344.41944112126663,No,Yes,Yes,No Information Available,Poor Website,0
27498,45,F,FVMV4T7,City,Silver Membership,2017-10-08,Yes,CID28669,Without Offers,?,Fiber_Optic,00:37:45,6,92.49,47357.11,Error,706.59,Yes,No,No,Not Applicable,Poor Website,0
27499,44,M,R49G5TO,City,Gold Membership,2016-08-27,Yes,CID1430,Credit/Debit Card Offers,Desktop,Wi-Fi,03:29:10,12,219.18,16814.78,19.0,839.89,Yes,No,No,Not Applicable,Reasonable Price,0
27500,55,M,7C76B6A,Town,Premium Membership,2016-06-16,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,17:50:54,5,122.47,82263.14,3.0,780.17,No,Yes,Yes,Solved,User Friendly Website,0
27501,39,F,VPN5ZGQ,City,Silver Membership,2017-10-21,No,xxxxxxxx,Without Offers,?,Fiber_Optic,19:25:09,18,31.02,45725.66,13.0,685.03,No,Yes,Yes,No Information Available,Poor Customer Service,1
27502,48,M,JA5H6J9,Village,Silver Membership,2017-12-17,Yes,CID48354,Without Offers,Smartphone,Mobile_Data,18:37:13,15,167.19,19285.38,6.0,793.15,No,Yes,No,Not Applicable,No reason specified,0
27503,36,F,AGMFFDP,,Platinum Membership,2017-10-11,Yes,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,17:30:15,25,32.07,15500.27,10.0,724.36,Yes,No,Yes,No Information Available,No reason specified,0
27504,63,M,B5BF3PZ,City,Premium Membership,2017-12-08,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,03:59:50,12,332.25,18520.08,20.0,700.9,No,Yes,Yes,Solved in Follow-up,Poor Website,0
27505,11,F,0JCDZGT,City,Silver Membership,2017-02-14,No,xxxxxxxx,,?,Wi-Fi,09:07:45,17,334.74,18717.57,6.0,738.74,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,0
27506,48,M,DU7ITR2,Village,Platinum Membership,2017-05-21,Yes,CID34660,Without Offers,Smartphone,Mobile_Data,11:06:18,10,56.81,97843.24,19.0,1108.8242130560557,No,Yes,Yes,Solved,Reasonable Price,0
27507,20,F,QE9YBF4,City,Platinum Membership,2016-04-03,Yes,CID17223,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17:04:45,11,98.27,33116.66,26.0,,Yes,No,No,Not Applicable,Poor Customer Service,0
27508,46,M,GXKOSMW,Town,Silver Membership,2016-07-07,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,03:50:16,20,230.44,17685.66,29.0,795.54,Yes,No,Yes,No Information Available,Poor Customer Service,0
27509,48,M,Z5KDOG2,Town,Gold Membership,2017-04-21,Yes,CID29761,Without Offers,Desktop,Mobile_Data,23:46:06,12,32.41,44710.99,6.0,365.4298768718248,No,Yes,Yes,Unsolved,Poor Website,0
27510,64,M,WJ3B4AZ,Village,Platinum Membership,2016-03-24,Yes,CID28394,Without Offers,Smartphone,Mobile_Data,22:44:30,21,62.28,18428.04,8.0,793.76,No,Yes,No,Not Applicable,Poor Website,0
27511,15,M,OXJ4MQF,Town,Premium Membership,2016-10-18,Yes,CID28815,Credit/Debit Card Offers,Desktop,Fiber_Optic,23:36:51,3,91.84,73464.78,13.0,831.06,No,Yes,No,Not Applicable,Quality Customer Care,0
27512,64,F,0CZQR5M,City,Gold Membership,2015-03-02,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,15:11:23,19,144.68,47285.65,Error,659.33,No,Yes,Yes,No Information Available,Poor Customer Service,1
27513,61,F,6OZSICO,City,Gold Membership,2015-07-10,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,00:36:57,3,141.83,19668.33,25.0,643.73,Yes,No,Yes,Solved in Follow-up,No reason specified,1
27514,36,M,FOOWO4F,Village,Premium Membership,2017-09-18,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,20:17:50,8,159.17,41829.9,29.0,769.67,No,Yes,Yes,Unsolved,Poor Customer Service,0
27515,24,F,00E8RAG,,No Membership,2016-06-07,Yes,CID28049,Credit/Debit Card Offers,Smartphone,Mobile_Data,00:59:54,1,31.33,34991.45,41.57439238308271,676.33,No,Yes,No,Not Applicable,Poor Website,1
27516,63,M,Z8VM139,Town,Silver Membership,2016-04-26,?,CID56126,Without Offers,Desktop,Mobile_Data,22:35:49,21,196.28,30793.4,17.0,794.78,Yes,No,Yes,Unsolved,Too many ads,0
27517,39,F,G44EM9G,City,Platinum Membership,2015-11-07,Yes,CID61785,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14:27:56,17,74.46,91053.21,10.0,804.7,No,Yes,No,Not Applicable,User Friendly Website,0
27518,25,M,9CHIBJJ,City,Basic Membership,2016-04-03,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,16:33:40,17,181.77,40594.61,10.0,561.27,Yes,No,No,Not Applicable,No reason specified,1
27519,23,F,7PHDDQC,Town,Gold Membership,2017-12-09,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,05:39:37,12,170.78,7560.93,8.0,378.2219198490087,Yes,No,No,Not Applicable,User Friendly Website,0
27520,41,M,87PS6OJ,City,Gold Membership,2017-10-01,Yes,CID38529,Gift Vouchers/Coupons,Both,Mobile_Data,13:39:46,17,969.77,38257.11,18.0,,Yes,No,No,Not Applicable,No reason specified,0
27521,17,F,VFCC489,Town,Basic Membership,2016-06-07,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,12:52:27,13,215.85,16105.41,19.0,602.27,Yes,No,No,Not Applicable,Poor Product Quality,1
27522,37,F,5TDEU7W,Town,Platinum Membership,2016-05-21,No,xxxxxxxx,Without Offers,Both,Fiber_Optic,20:33:37,13,384.46,34186.81,23.0,770.05,Yes,Yes,No,Not Applicable,Poor Customer Service,0
27523,64,M,GXZPV5G,Town,Platinum Membership,2015-06-06,Yes,CID24158,Without Offers,Smartphone,Wi-Fi,07:18:41,11,154.45,25878.77,Error,766.77,Yes,No,No,Not Applicable,Poor Product Quality,0
27524,43,F,BJBZBYQ,Town,Platinum Membership,2016-02-22,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,02:34:54,2,279.08,43988.69,11.0,842.45,No,Yes,Yes,Unsolved,Products always in Stock,0
27525,23,M,2IW299R,Town,Basic Membership,2016-08-18,Yes,CID34533,Without Offers,Desktop,Mobile_Data,14:53:07,13,333.85,46686.69,13.0,674.44,Yes,No,No,Not Applicable,Poor Website,1
27526,10,M,4B73OVK,Town,Gold Membership,2016-01-15,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,10:03:21,9,-819.1280695553527,49716.21,17.0,326.8745389589272,No,Yes,No,Not Applicable,Poor Product Quality,1
27527,31,F,S8OS6WR,Town,Premium Membership,2016-08-26,Yes,CID24059,Credit/Debit Card Offers,Smartphone,Wi-Fi,00:24:32,19,263.59,20893.86,27.0,780.16,Yes,No,Yes,Unsolved,Too many ads,0
27528,34,F,AEB9D3D,City,Silver Membership,2017-10-04,?,CID12575,Without Offers,Desktop,Wi-Fi,08:01:04,13,-878.0099137551123,12425.43,10.0,725.42,No,Yes,No,Not Applicable,Poor Website,0
27529,63,M,0H4IWNY,City,Platinum Membership,2016-09-08,Yes,CID47372,Gift Vouchers/Coupons,?,Mobile_Data,08:44:52,7,498.78,28739.99,6.0,1126.189799286171,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,0
27530,11,M,3TN57AP,City,Basic Membership,2017-08-29,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,19:41:10,16,47.43,27335.42,6.0,667.0,No,Yes,No,Not Applicable,Poor Product Quality,1
